LayerName,LayerType,Theoretical Flops,flop_count_sp
Minus340,ElementWise,32768,159776
Block352,ElementWise,32768,159776
Convolution362,Conv,18874368,64948224
Plus364,ElementWise,2097152,10225664
ReLU366,Relu,4194304,2097152
Convolution380,Conv,1207959552,2269251584
Plus382,ElementWise,2097152,10225664
ReLU384,Relu,4194304,2097152
Pooling398,Pooling,2097152,524288
Dropout408,Dropout,524288,1640429
Convolution418,Conv,603979776,1067323392
Plus420,ElementWise,1048576,4984832
ReLU422,Relu,2097152,1048576
Convolution436,Conv,1207959552,703157588
Plus438,ElementWise,1048576,4984832
ReLU440,Relu,2097152,1048576
Pooling454,Pooling,1048576,262144
Dropout464,Dropout,262144,860143
Convolution474,Conv,603979776,330082986
Plus476,ElementWise,524288,2494464
ReLU478,Relu,1048576,524288
Convolution492,Conv,1207959552,658025130
Plus494,ElementWise,524288,2494464
ReLU496,Relu,1048576,524288
Convolution510,Conv,1207959552,658025130
Plus512,ElementWise,524288,2494464
ReLU514,Relu,1048576,524288
Pooling528,Pooling,524288,131072
Dropout538,Dropout,131072,460804
Convolution548,Conv,301989888,339812352
Plus550,ElementWise,131072,528384
ReLU552,Relu,262144,131072
Convolution566,Conv,301989888,339812352
Plus568,ElementWise,131072,528384
ReLU570,Relu,262144,131072
Convolution584,Conv,301989888,339812352
Plus586,ElementWise,131072,528384
ReLU588,Relu,262144,131072
Pooling602,Pooling,131072,32768
Dropout612,Dropout,32768,161722
Times622,Gemm,4195328,8555520
ReLU636,Relu,2048,1024
Dropout646,Dropout,1024,8692
Times656,Gemm,1049600,2141184
ReLU670,Relu,2048,1024
Dropout680,Dropout,1024,8692
Times690,Gemm,8200,16648
